UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
suzana,@stellieber,2022-01-03T21:53:06.000Z,"suzana
@stellieber
·
Jan 4, 2022","já pensou em abril a gente ver o archie dentro de um desses carrinhos do invictus games 
best of harry and meg
@bestofharryandm
·
Jan 4, 2022
1
4",😭,,1,4,"['https://pbs.twimg.com/profile_images/1471545932651114498/V38Bz5nL_normal.jpg', 'https://pbs.twimg.com/media/FINAJjKWQAo_Dot?format=jpg&name=900x900']",https://twitter.com/stellieber/status/1478122272871301120
MimiRoche,@Mimicinque,2022-01-04T12:38:27.000Z,"MimiRoche
@Mimicinque
·
Jan 4, 2022","#IG22 coming soon.  #WeareInvictus #Invictusgames #HeartofInvictus Netflix documentary #Veterans #PrinceHarry #DukeofSussex 
  #Hague 2022. 
#DuchessofSussex #MeghanMarkle #HarryandMeghan 
#SPAREbyPrinceHarry ~ Jan 10
@meghaven247
·
Jan 4, 2022
And you wonder why he's called the People's Prince . I can see why his #InvictusGames family love him!  #GoodKingHarry #PrinceHarry
1
14
92",💕 👏 🎉 🥂 🥳 😄 🥰 💛 🖤,1,14,92,"['https://pbs.twimg.com/profile_images/1611328601311571968/5e9gTb0j_normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1478140759593275395/pu/img/2HkcF6ix2CPUED73.jpg']",https://twitter.com/Mimicinque/status/1478345077965660160
Invictus Games The Hague 2020,@InvictusGamesNL,2022-01-04T11:59:43.000Z,"Invictus Games The Hague 2020
@InvictusGamesNL
·
Jan 4, 2022","| For years Marco knew something was bothering him. But he couldn’t and wouldn’t put it into words. Until his eldest daughter confronted him harshly with the truth. Read his story via https://bit.ly/3nTOyal  #IG22 #InvictusGames #TheHague
5
60
187",💛 🖤,5,60,187,['https://pbs.twimg.com/media/FIQaIdgX0AM6L6K?format=jpg&name=medium'],https://twitter.com/InvictusGamesNL/status/1478335328159154179
Baroness Bruck,@BaronessBruck,2022-01-04T20:07:42.000Z,"Baroness Bruck
@BaronessBruck
·
Jan 5, 2022","This is a *VERY* good point

Because Archewell's commercial branch (Production Co.) is partnering with 
@Netflix
 in order to film a Docu on the Invictus Games FOR PROFIT 
@weareinvictus
 

Harry had previously implied such project would be charitable & not 

CC: 
@JoshTBoswell
C&W
@cancatwill
·
Jan 5, 2022
Replying to @DailyMailUK
So the money from Netflix and spotify go under their own personal accounts?
11
27
208",‼ 🔍 💰,11,27,208,['https://pbs.twimg.com/profile_images/1599072904297254914/bA5rEVJz_normal.jpg'],https://twitter.com/BaronessBruck/status/1478458135887196175
The VeloFlöProjekt,@velofloprojekt,2022-01-04T16:22:27.000Z,"The VeloFlöProjekt
@velofloprojekt
·
Jan 5, 2022","SPONSORED SPORTS EVENT REGISTRATION DEADLINE JAN 17, 2022 ! You’d best hurry! If you’re interested in this event, register your interest at wis@invictusgames.org TODAY!

The Invictus Games Foundation will be looking to purchase places by JAN 17, 2022
The VeloFlöProjekt
@velofloprojekt
·
Dec 30, 2021
Registers of interest for the Double Duathlon race on 12th February 202 are now being taken!
Two options for this opportunity: Individual or Relay 

Entry fee will be covered by @WeAreInvictus. No other expenses will be covered. 

To register email wis@invictusgames.org
Show this thread",,,,,"['https://pbs.twimg.com/profile_images/1485469991621193728/DxkJ9yPS_normal.jpg', 'https://pbs.twimg.com/media/FHyr9yhXwAIVo05?format=jpg&name=900x900']",https://twitter.com/velofloprojekt/status/1478401448920686596
NewsOnePlace.com,@newsoneplace,2022-01-04T05:20:38.000Z,"NewsOnePlace.com
@newsoneplace
·
Jan 4, 2022","(International Business Times):#Prince Harry, Meghan Markle expected to return to the #UK in 'springtime' : The Duke of Sussex is expected to pay his family a visit during the Invictus Games in Europe. .. #TrendsSpy http://newsoneplace.com/2291712112/uk-prince-harry-meghan-markle-expected-return…",,,,,[],https://twitter.com/newsoneplace/status/1478234897407959042
Michel van Lexmond,@mvanlexmond,2022-01-04T09:40:03.000Z,"Michel van Lexmond
@mvanlexmond
·
Jan 4, 2022","Prachtig klantverhaal van de #InvictusGames: hoe de implementatie van één app niet alleen zorgt voor een soepele registratie maar ook de beleving van fans stimuleert.  #sapnl #sap https://bit.ly/3q0gWtH
GIF",📲 🏅,,,,['https://pbs.twimg.com/tweet_video_thumb/FIP6KfWVEAIA9tx.jpg'],https://twitter.com/mvanlexmond/status/1478300183653879808
Lucas Remmers,@lucasremmers,2022-01-04T14:21:10.000Z,"Lucas Remmers
@lucasremmers
·
Jan 4, 2022","De Invictus Games: het internationale sporttoernooi voor fysiek en/of mentaal gewonde militairen en veteranen, implementeerde een nieuwe app . Naast een eenvoudigere organisatie heeft de oplossing ook meer bewustzijn gecreëerd  https://bit.ly/3eQVkcM
GIF",📲 🏆 💪,,,,[],https://twitter.com/lucasremmers/status/1478370928832638978
RCrussi,@Chanchie19,2022-01-04T18:51:14.000Z,"RCrussi
@Chanchie19
·
Jan 5, 2022"," Must Read! Reminder #IG22 coming soon.  #WeareInvictus #Invictusgames #HeartofInvictus Netflix documentary #Veterans #PrinceHarry #DukeofSussex 
  #Hague 2022. 
#DuchessofSussex #MeghanMarkle #HarryandMeghan 
Invictus Games The Hague 2020
@InvictusGamesNL
·
Jan 4, 2022
| For years Marco knew something was bothering him. But he couldn’t and wouldn’t put it into words. Until his eldest daughter confronted him harshly with the truth. Read his story via https://bit.ly/3nTOyal  #IG22 #InvictusGames #TheHague
1
4",✍ 💕 💛 🖤,,1,4,"['https://pbs.twimg.com/profile_images/1163726304644141056/XqNdKTJn_normal.jpg', 'https://pbs.twimg.com/media/FIQaIdgX0AM6L6K?format=jpg&name=medium']",https://twitter.com/Chanchie19/status/1478438890864267265
RCrussi,@Chanchie19,2022-01-04T20:08:54.000Z,"RCrussi
@Chanchie19
·
Jan 5, 2022","Pure  
 
#WeAreInvictus #Invictusgames #HeartofInvictus #Veterans #PrinceHarry #DukeOfSussex #MeghanMarkle #HarryAndMeghan #DuchessofSussex
#SPAREbyPrinceHarry ~ Jan 10
@meghaven247
·
Jan 4, 2022
And you wonder why he's called the People's Prince . I can see why his #InvictusGames family love him!  #GoodKingHarry #PrinceHarry
2
6",😊 💛 🖤 💛 🖤 🎉 🥂 🥳 😄 🥰 💛 🖤,,2,6,"['https://pbs.twimg.com/profile_images/1611328601311571968/5e9gTb0j_normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1478140759593275395/pu/img/2HkcF6ix2CPUED73.jpg']",https://twitter.com/Chanchie19/status/1478458435788316680
RCrussi,@Chanchie19,2022-01-04T20:08:54.000Z,"RCrussi
@Chanchie19
·
Jan 5, 2022","Pure  
 
#WeAreInvictus #Invictusgames #HeartofInvictus #Veterans #PrinceHarry #DukeOfSussex #MeghanMarkle #HarryAndMeghan #DuchessofSussex
#SPAREbyPrinceHarry ~ Jan 10
@meghaven247
·
Jan 4, 2022
And you wonder why he's called the People's Prince . I can see why his #InvictusGames family love him!  #GoodKingHarry #PrinceHarry
1:41
3,547 views
2
6",😊 💛 🖤 💛 🖤 🎉 🥂 🥳 😄 🥰 💛 🖤,,2,6,['https://pbs.twimg.com/profile_images/1611328601311571968/5e9gTb0j_normal.jpg'],https://twitter.com/Chanchie19/status/1478458435788316680
Thando - Ntsikasaunty,@ntsikasaunty,2022-01-05T18:57:44.000Z,"Thando - Ntsikasaunty
@ntsikasaunty
·
Jan 6, 2022","Mr and Mrs Invictus #InvictusGames #InvictusFamily
7
75
581",,7,75,581,['https://pbs.twimg.com/media/FIXDaYHXwAgavvf?format=jpg&name=medium'],https://twitter.com/ntsikasaunty/status/1478802913870979075
Forces Car Hire,@forcescarhire,2022-01-05T10:00:14.000Z,"Forces Car Hire
@forcescarhire
·
Jan 5, 2022","Heading to the #InvictusGames
#Flights fm £59
 https://cutt.ly/NUDfpAB
SAVE on #Hotels
#Amsterdam
 https://cutt.ly/wUDfRP3
#TheHague
 https://cutt.ly/NUDfPB0
#Schiphol Airport #CarHire
 https://cutt.ly/JUDfMAZ
Supporting 
@SSAFA
 & 
@Blesma
#DenHague #IG2020NE #IG22! #MHHSBD
7
11",🖱 🖱 🖱 🖱,,7,11,['https://pbs.twimg.com/media/FIVIY6DXEAAqzvC?format=jpg&name=small'],https://twitter.com/forcescarhire/status/1478667646971297793
Douglas J,@PiquantToday,2022-01-05T00:23:12.000Z,"Douglas J
@PiquantToday
·
Jan 5, 2022","A Hero and a Gentleman. #PrinceHarry #Hero #InvictusGames #INVICTUS
Zuu SugaCane Brazen Hussy
@Mrs_K_Suleiman
·
Jan 5, 2022
Prince Harry is truly is a remarkable man! I am just a nobody but I am very very proud of him and pray for him & hope that he knows how much he is appreciated #PrinceHarry 
1
2",❤ ❤,,1,2,"['https://pbs.twimg.com/profile_images/1535534808931176449/A0xjnXCg_normal.jpg', 'https://pbs.twimg.com/media/Eum4jQKWYAIYs8Z.jpg']",https://twitter.com/PiquantToday/status/1478522434105970695
ObamAI,@ai_obam,2022-01-05T12:48:58.000Z,"ObamAI
@ai_obam
·
Jan 5, 2022",For taking these steps to modernize our unemployment insurance systemLIVE: President Obama is delivering remarks at the Invictus Games today with my friend Joe.,,,,,[],https://twitter.com/ai_obam/status/1478710111787171845
Observer,@observer,2022-01-05T12:07:14.000Z,"Observer
@observer
·
Jan 5, 2022","The Duke and Duchess of Sussex are expected to attend the Invictus Games and make a trip to the U.K.
observer.com
Why Prince Harry and Meghan Markle Are Heading Back to Europe in the Spring
The Duke and Duchess of Sussex are expected to attend the Invictus Games and make a trip to the U.K.
2
2",,2,,2,[],https://twitter.com/observer/status/1478699611648937987
Hekwen,@HekwenPenken,2022-01-05T15:56:17.000Z,"Hekwen
@HekwenPenken
·
Jan 5, 2022","#PrinceHarry #InvictusGames #ServiceIsUniversal
Zuu SugaCane Brazen Hussy
@Mrs_K_Suleiman
·
Jan 5, 2022
Prince Harry is truly is a remarkable man! I am just a nobody but I am very very proud of him and pray for him & hope that he knows how much he is appreciated #PrinceHarry 
1
3",❤ ❤,,1,3,"['https://pbs.twimg.com/profile_images/1535534808931176449/A0xjnXCg_normal.jpg', 'https://pbs.twimg.com/media/Eum4jQKWYAIYs8Z.jpg']",https://twitter.com/HekwenPenken/status/1478757253880717314
Angie R Tootla,@tootla_r,2022-01-05T00:26:01.000Z,"Angie R Tootla
@tootla_r
·
Jan 5, 2022","#InvictusGames 
#Invincible 
#Veterans 
#PrinceHarry 
Zuu SugaCane Brazen Hussy
@Mrs_K_Suleiman
·
Jan 5, 2022
Prince Harry is truly is a remarkable man! I am just a nobody but I am very very proud of him and pray for him & hope that he knows how much he is appreciated #PrinceHarry 
1
3",💗 💗 💗 💗 💗 💗 ❤ ❤,,1,3,"['https://pbs.twimg.com/profile_images/1535534808931176449/A0xjnXCg_normal.jpg', 'https://pbs.twimg.com/media/Eum4jQKWYAIYs8Z.jpg']",https://twitter.com/tootla_r/status/1478523143983710210
AmBelvedere,@AndreaBelvede10,2022-01-05T23:20:23.000Z,"AmBelvedere
@AndreaBelvede10
·
Jan 6, 2022","#InvictusGames
Valentina MARIA
@Valenti63339244
·
Jan 6, 2022
Non compro niente. twitter.com/renatobrunetta…",✝ 📿 🧱,,,,['https://pbs.twimg.com/profile_images/1543324629175091200/XkJypEdx_normal.jpg'],https://twitter.com/AndreaBelvede10/status/1478869012146802693
Martine Fase,@martinefase,2022-01-05T07:23:57.000Z,"Martine Fase
@martinefase
·
Jan 5, 2022","Een nieuw jaar en hopelijk nieuwe evenementen!! #invictus games #fanexperience via Expertum Consulting en SAP!! Ik kijk nu al uit naar april 2022!!
linkedin.com
Martine Fase on LinkedIn: Invictus Games streamlines registration and...
Een nieuw jaar en hopelijk nieuwe evenementen!! #invictus games #fanexperience via Expertum Consulting en SAP!! Ik kijk nu al uit naar april 2022!!
2",,,,2,[],https://twitter.com/martinefase/status/1478628318756970501
Observer Lifestyle,@ObserverStyle,2022-01-05T17:05:00.000Z,"Observer Lifestyle
@ObserverStyle
·
Jan 6, 2022","The Duke and Duchess of Sussex are expected to attend the Invictus Games and make a trip to the U.K.
observer.com
Why Prince Harry and Meghan Markle Are Heading Back to Europe in the Spring
The Duke and Duchess of Sussex are expected to attend the Invictus Games and make a trip to the U.K.",,,,,[],https://twitter.com/ObserverStyle/status/1478774546887024643
Dani APG |,@ArchLiliHazMeg,2022-01-06T20:59:30.000Z,"Dani APG |
@ArchLiliHazMeg
·
Jan 7, 2022","Updated version of the games schedule for #IG22 #InvictusGames #WeAreInvictus #PrinceHarry
1
47
144",🐊,1,47,144,['https://pbs.twimg.com/media/FIco3ymXwAQuji7?format=jpg&name=medium'],https://twitter.com/ArchLiliHazMeg/status/1479195946122715136
Malaika Helena,@MalaikaHelena,2022-01-06T21:32:15.000Z,"Malaika Helena
@MalaikaHelena
·
Jan 7, 2022","Countdown to #InvictusGames  I'm so so excited. I just know it will blow my mind
#WeareInvictus #IG22 #PrinceHarry
Dani APG |
@ArchLiliHazMeg
·
Jan 7, 2022
Updated version of the games schedule for #IG22 #InvictusGames #WeAreInvictus #PrinceHarry
27
121",🐊,,27,121,"['https://pbs.twimg.com/media/FIcwXcLXsAMmw6D?format=jpg&name=900x900', 'https://pbs.twimg.com/profile_images/1606477010368348161/1LyUP9uh_normal.jpg', 'https://pbs.twimg.com/media/FIco3ymXwAQuji7?format=jpg&name=360x360']",https://twitter.com/MalaikaHelena/status/1479204190488571908
Canadian Crown,@Canadian_Crown,2022-01-06T17:10:02.000Z,"Canadian Crown
@Canadian_Crown
·
Jan 7, 2022","102 years before Prince Harry opened the Invictus Games for wounded soldiers in Toronto in 2017, Queen Mary hosted a party at Buckingham Palace for UK & Canadian soldiers in 1916. #cdncrown #cdnhist #cdnpoli #uk
11
84",,,11,84,['https://pbs.twimg.com/media/FIb0WxKXIAMFR1f?format=jpg&name=medium'],https://twitter.com/Canadian_Crown/status/1479138200778067972
Mr.and Mrs INVICTUS,@PatriciaAHoch1,2022-01-06T15:29:52.000Z,"Mr.and Mrs INVICTUS
@PatriciaAHoch1
·
Jan 6, 2022","100 day until INVICTUS games.
@leaunji
·
Jan 6, 2022
Replying to @InvictusGamesNL
Can’t wait to see my faves ",🍥 😗,,,,"['https://pbs.twimg.com/profile_images/1598446947291090951/gr-AyBvq_normal.jpg', 'https://pbs.twimg.com/media/FIahDm9X0AA5BY5?format=jpg&name=small']",https://twitter.com/PatriciaAHoch1/status/1479112991119269893
Royal Australian Navy,@Australian_Navy,2022-01-06T22:00:00.000Z,"Royal Australian Navy
@Australian_Navy
·
Jan 7, 2022","#ICYMI The Australian Sports Medal was awarded to #TeamAustralia competitors & officials in recognition of their participation at Invictus Games Sydney 2018. #YourADF & 
@RSL_Australia
 partnered to support a combined Team of 72 competitors.  
@WeAreInvictus
 @AWMemorial
3
20",👏 🏅,,3,20,"['https://pbs.twimg.com/media/FIYNpkEVkAEZTXP?format=jpg&name=small', 'https://pbs.twimg.com/media/FIYNpkFVgAAxgkL?format=jpg&name=small', 'https://pbs.twimg.com/media/FIYNpkFUYAIiDvw?format=jpg&name=small', 'https://pbs.twimg.com/media/FIYNpkGVUAQjtXS?format=jpg&name=small']",https://twitter.com/Australian_Navy/status/1479211171290963970
BAE Systems,@BAESystemsplc,2022-01-06T17:02:09.000Z,"BAE Systems
@BAESystemsplc
·
Jan 7, 2022","It’s been a long wait for Team UK but now there’s only 100 days to go!  As presenting partner of Invictus UK, we’re behind Team UK every step of the way on their journey to the Invictus Games The Hague.
Help for Heroes
@HelpforHeroes
·
Jan 6, 2022
It’s 100 days to go to the Invictus Games The Hague. 
Team UK are ready . 
Are you? 

@PoppyLegion @DefenceHQ @BAESystemsplc
2
14",👊,,2,14,"['https://pbs.twimg.com/profile_images/1572179411583094785/htQZgj1z_normal.jpg', 'https://pbs.twimg.com/media/FIbFeS7XEAAoxgj.jpg']",https://twitter.com/BAESystemsplc/status/1479136215718899717
Ministerie van Defensie,@Defensie,2022-01-06T15:19:46.000Z,"Ministerie van Defensie
@Defensie
·
Jan 6, 2022","“We are ready to go.” Die boodschap stuurt Commandant der Strijdkrachten generaal Onno Eichelsheim aan de deelnemers van de Invictus Games. 
Nog 100 dagen te gaan tot Invictus Games starten, in Den Haag!   #InvictusGames #TheHague #IG22

https://defensie.nl/actueel/nieuws/2022/01/06/aftellen-naar-de-invictus-games-nog-100-dagen… 
@CDS_Defensie
1:00
4,303 views
4
81
204",💛 🖤,4,81,204,['https://pbs.twimg.com/ext_tw_video_thumb/1479109547625046022/pu/img/AU_pWr3iAGO2rR3r.jpg'],https://twitter.com/Defensie/status/1479110451375972362
JuVi,@SciteCito,2022-01-06T14:54:02.000Z,"JuVi
@SciteCito
·
Jan 6, 2022","Aftellen naar de Invictus Games: nog 100 dagen! #defensie
defensie.nl
Aftellen naar de Invictus Games: nog 100 dagen!
“We are ready to go.” Dat is de boodschap van Commandant der Strijdkrachten generaal Onno Eichelsheim aan de deelnemers van de Invictus Games. In een videoclip markeert hij dat het aftellen naar 16...
3",,,,3,[],https://twitter.com/SciteCito/status/1479103973533511683
Help for Heroes,@HelpforHeroes,2022-01-06T13:45:13.000Z,"Help for Heroes
@HelpforHeroes
·
Jan 6, 2022","It’s 100 days to go to the Invictus Games The Hague. 
Team UK are ready . 
Are you? 
@PoppyLegion
 @DefenceHQ
 @BAESystemsplc
5
43
93",👊,5,43,93,['https://pbs.twimg.com/media/FIbFeS7XEAAoxgj.jpg'],https://twitter.com/HelpforHeroes/status/1479086657542533120
Ministerie van Defensie,@Defensie,2022-01-06T15:19:46.000Z,"Ministerie van Defensie
@Defensie
·
Jan 6, 2022","“We are ready to go.” Die boodschap stuurt Commandant der Strijdkrachten generaal Onno Eichelsheim aan de deelnemers van de Invictus Games. 
Nog 100 dagen te gaan tot Invictus Games starten, in Den Haag!   #InvictusGames #TheHague #IG22

https://defensie.nl/actueel/nieuws/2022/01/06/aftellen-naar-de-invictus-games-nog-100-dagen… 
@CDS_Defensie
4,303 views
0:01 / 1:00
4
81
204",💛 🖤,4,81,204,[],https://twitter.com/Defensie/status/1479110451375972362
Help for Heroes,@HelpforHeroes,2022-01-06T13:45:13.000Z,"Help for Heroes
@HelpforHeroes
·
Jan 6, 2022","It’s 100 days to go to the Invictus Games The Hague. 
Team UK are ready . 
Are you? 
@PoppyLegion
 @DefenceHQ
 @BAESystemsplc
0:13
4,851 views
5
43
93",👊,5,43,93,[],https://twitter.com/HelpforHeroes/status/1479086657542533120
Help for Heroes,@HelpforHeroes,2022-01-06T13:45:13.000Z,"Help for Heroes
@HelpforHeroes
·
Jan 6, 2022","It’s 100 days to go to the Invictus Games The Hague. 
Team UK are ready . 
Are you? 
@PoppyLegion
 @DefenceHQ
 @BAESystemsplc
4,851 views
0:04 / 0:15
5
43
93",👊,5,43,93,[],https://twitter.com/HelpforHeroes/status/1479086657542533120
RBL Germany,@rblgermany,2022-01-06T11:50:40.000Z,"RBL Germany
@rblgermany
·
Jan 6, 2022","RT 
@PoppyLegion
: Just 100 days to go until the Invictus Games The Hague and we can’t wait. Team UK are ready. Are you? 
@helpforheroes
 @defencehq
 @BAESystems
0:13
6,019 views
From 
Royal British Legion
2
4",,,2,4,[],https://twitter.com/rblgermany/status/1479057829935919105
Malaika Helena,@MalaikaHelena,2022-01-07T12:55:17.000Z,"Malaika Helena
@MalaikaHelena
·
Jan 7, 2022","Countdown to #InvictusGames
99 days for me
#WeareInvictus #IG22 #PrinceHarry
Invictus Games The Hague 2020
@InvictusGamesNL
·
Jan 7, 2022
 | The Invictus Games Map! 
Wouter Bakker, Team captain of the Dutch Invictus Games Team: 'Only 100 days left before the Invictus Games start. Now it's getting really close. We have trained very hard and I am looking forward to experiencing the games as a team in The Hague.
21
104",💛 🖤,,21,104,"['https://pbs.twimg.com/media/FIgDouDXsAAg_sW?format=jpg&name=360x360', 'https://pbs.twimg.com/profile_images/1163726304644141056/XqNdKTJn_normal.jpg', 'https://pbs.twimg.com/media/FIgA6IXWYAYYAYF?format=jpg&name=360x360']",https://twitter.com/MalaikaHelena/status/1479436478904160258
Pagan Trelawney,@PaganTrelawney,2022-01-07T13:37:09.000Z,"Pagan Trelawney
@PaganTrelawney
·
Jan 7, 2022","Just 100 days to go!! 
#InvictusGames
Invictus Games The Hague 2020
@InvictusGamesNL
·
Jan 7, 2022
 | The Invictus Games Map! 
Wouter Bakker, Team captain of the Dutch Invictus Games Team: 'Only 100 days left before the Invictus Games start. Now it's getting really close. We have trained very hard and I am looking forward to experiencing the games as a team in The Hague.
1
26
176",🐘 🐘 🐘 💛 🖤,1,26,176,"['https://pbs.twimg.com/profile_images/1163726304644141056/XqNdKTJn_normal.jpg', 'https://pbs.twimg.com/media/FIgA6IXWYAYYAYF?format=jpg&name=medium']",https://twitter.com/PaganTrelawney/status/1479447014349979650
