UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Planet Rugby,@PlanetRugby,2022-01-06T21:00:01.000Z,"Planet Rugby
@PlanetRugby
·
Jan 7, 2022"," Shane Williams in try-scoring form at the Rugby World Cup. Enjoy!
From 
Rugby World Cup
6
32",,,6,32,['https://pbs.twimg.com/media/FIaaQTdWQAMFxcV.jpg'],https://twitter.com/PlanetRugby/status/1479196078050189312
spagliatelle,@YesMissMurphy,2022-01-07T11:28:22.000Z,"spagliatelle
@YesMissMurphy
·
Jan 7, 2022","Just got the email from England Rugby about their Rugby World Cup 2023 packages in France.
GIF
ALT
4
29",,4,,29,['https://pbs.twimg.com/tweet_video_thumb/FIfvvPjXwAMkALw.jpg'],https://twitter.com/YesMissMurphy/status/1479414604740677636
Rugby World Cup,@rugbyworldcup,2022-01-08T20:00:01.000Z,"Rugby World Cup
@rugbyworldcup
·
Jan 9, 2022","As we head into a World Cup year, lets see some of the best Rugby World Cup Moments!

#RWC
6
49",🏆,,6,49,['https://pbs.twimg.com/media/FIgOiasXwAESrpv.jpg'],https://twitter.com/rugbyworldcup/status/1479905751099314177
Mr Taylor primary,@MrTaylorTeach,2022-01-09T17:26:09.000Z,"Mr Taylor primary
@MrTaylorTeach
·
Jan 10, 2022","Catching up with Slammed on iPlayer. Good programme so far, so many childhood memories. That NZ game in rugby world Cup 03 and the England game of WC 03 were 2 of my favourite Wales games ever (even though we lost) 
#Slammed
GIF
ALT
1
1",,1,,1,['https://pbs.twimg.com/tweet_video_thumb/FIrUzoqXwAMhRf6.jpg'],https://twitter.com/MrTaylorTeach/status/1480229420166230017
Rugby New York,@rugbynewyork,2022-01-10T17:00:02.000Z,"Rugby New York
@rugbynewyork
·
Jan 11, 2022","Welcome to New York, Ed Fidow 

This powerful winger has played in Australia, France, The Premiership and for the mighty Manawatu.

A member of the Manu Samoa side at the 2019 Rugby World Cup and star of the Samoan Sevens team, Ed is now #BuiltforNewYork.
17
77",🗽,,17,77,[],https://twitter.com/rugbynewyork/status/1480585234961907715
Rugby Journal,@JournalRugby,2022-01-11T10:12:11.000Z,"Rugby Journal
@JournalRugby
·
Jan 11, 2022"," Spanish Rugby came close to playing in the 2019 Rugby World Cup, only to be beaten by Belgium in a highly controversial qualifier. But when they get the chance, this nation could not only compete at rugby, but maybe conquer it too.
1
10
27",,1,10,27,[],https://twitter.com/JournalRugby/status/1480844982655328257
Yash Kumar,@Yash_viile,2022-01-12T05:44:49.000Z,"Yash Kumar
@Yash_viile
·
Jan 12, 2022","The Fifa World Cup drops a new Song/Anthem every four years, which have been hit and miss, but the Rugby World Cup Anthem is and shall forever be the Epitome of Song in Sports 
#WorldinUnion
1
4",❤,,1,4,[],https://twitter.com/Yash_viile/status/1481140086758850561
Mark Bittlestone,@poofsRus,2022-01-13T10:35:42.000Z,"Mark Bittlestone
@poofsRus
·
Jan 13, 2022","Just waiting for sue gray to confirm whether I did indeed pull a sickie in November 2019 while working at Whitgift school to fly to Japan for the rugby World Cup, for which I was later fired
1
1
35",,1,1,35,[],https://twitter.com/poofsRus/status/1481575677304451073
r⃟i⃟e⃟n⃟d⃟.⃟,@oldghos1,2022-01-14T03:14:58.000Z,"r⃟i⃟e⃟n⃟d⃟.⃟
@oldghos1
·
Jan 14, 2022",https://pic.twitter.com/LpqJCHBQ2i USA launch bid to host 2027 or 2031 Rugby World Cup: ‘We are confident of filling NFL stadiums’ https://bit.ly/3rkjzpk,,,,,[],https://twitter.com/oldghos1/status/1481827152114819076
RugbyPass+,@RugbyPassPlus,2022-01-15T20:30:01.000Z,"RugbyPass+
@RugbyPassPlus
·
Jan 16, 2022","""Even when Wales’ greatest-ever lock Alun-Wyn Jones returns from his injury, Jenkins is the man to lead his country into the 2023 Rugby World Cup.""  
@will_owen9
  

 https://bit.ly/3rlou9D
2
6
53",✍ 🔗,2,6,53,[],https://twitter.com/RugbyPassPlus/status/1482450019710119942
Rugby World Cup France 2023,@France2023,2022-01-16T08:00:01.000Z,"Rugby World Cup France 2023
@France2023
·
Jan 16, 2022"," 600 jours avant le début de la  ème Coupe du Monde de Rugby !  
--- 

 600 days before the start of the th Rugby World Cup!  

#RWC2023
2
23
73",🏆 ⌛ 🏆 ⌛,2,23,73,['https://pbs.twimg.com/ext_tw_video_thumb/1482046116422168582/pu/img/LIadZOMaCRZQs7PO.jpg'],https://twitter.com/France2023/status/1482623660112457730
Ultimate Rugby,@ultimaterugby,2022-01-17T07:30:00.000Z,"Ultimate Rugby
@ultimaterugby
·
Jan 17, 2022"," Test caps
 Test starts
 Tests as captain
 Tries
 Six Nations titles
   Grand Slams
  Triple Crowns
 Rugby World Cup Winner
  Lions tourist

18 years ago today, Martin Johnson retired from Test rugby 
15
26
440",🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🏆 🦁 🦁 🦁 🐐,15,26,440,[],https://twitter.com/ultimaterugby/status/1482978494766206978
Ernest Akorebirungi,@ErnestAkor,2022-01-18T06:40:30.000Z,"Ernest Akorebirungi
@ErnestAkor
·
Jan 18, 2022","URU has sent out summons inviting players ahead of training camps for Rugby World Cup qualifying campaigns.

A major, and interesting, twist this year: Players who have been selected will feature for either Uganda Men's XV or Sevens, but not both.
6
20
49",,6,20,49,[],https://twitter.com/ErnestAkor/status/1483328425033187328
Will Owen,@will_owen9,2022-01-19T11:55:56.000Z,"Will Owen
@will_owen9
·
Jan 19, 2022","This Friday on the Squidge Rugby World Cup Retrospective podcast, we have Tonga vs Canada! In an action-packed game, we find time to chat about Carly Rae, the Disco Sipi Tau and a *genuine* A-list celeb in a Canadian pack.

Anyway… here’s Canada scoring from A TEN-MAN SCRUM!
5
5
55",,5,5,55,['https://pbs.twimg.com/ext_tw_video_thumb/1483770038607925249/pu/img/63s3ph3S-91_Rr52.jpg'],https://twitter.com/will_owen9/status/1483770196116615169
RHABULA | 2023 Rugby World Cup,@Rugby_Scoop,2022-01-20T17:41:02.000Z,"RHABULA | 2023 Rugby World Cup
@Rugby_Scoop
·
Jan 21, 2022",In October it’s the Womens Rugby World Cup,☕ 🐻,,,,[],https://twitter.com/Rugby_Scoop/status/1484219433006641159
Rugbystuff.com,@Rugbystuff,2022-01-21T14:37:57.000Z,"Rugbystuff.com
@Rugbystuff
·
Jan 21, 2022","Scotland will play Kazakhstan or Colombia in a play-off for the final spot at the Women's Rugby World Cup.
Hong Kong & Samoa have withdrawn from qualifying, and as Scotland are top seeds, they will face the winner of the other 2 sides in the final on 25th Feb.
 
@CraigWatsonpix
7
11",📷,,7,11,[],https://twitter.com/Rugbystuff/status/1484535746547617797
Rugby Journal,@JournalRugby,2022-01-22T09:26:00.000Z,"Rugby Journal
@JournalRugby
·
Jan 22, 2022"," At 39, and after 115 England appearances, four Rugby World Cup campaigns and fourteen years playing for Darlington Mowden Park, Tamara Taylor felt she was being forced out of top-flight English rugby before her time. But then she fired up her Twitter account.
7
14
62",🏉,7,14,62,[],https://twitter.com/JournalRugby/status/1484819629562290181
Jean Willers,@Jean_willers,2022-01-23T19:21:36.000Z,"Jean Willers
@Jean_willers
·
Jan 24, 2022","Surely the Women’s Cricket & Rugby World Cup at massive risk of postponement…
CapeTalk on 567AM
@CapeTalk
·
Jan 24, 2022
New Zealand will be placed under Covid Red Alert from midnight after the detection of 'a cluster' of Omicron cases.

#NewZealand #JacindaArdern
https://buff.ly/340Iir1
1
1
1",,1,1,1,[],https://twitter.com/Jean_willers/status/1485331901946679307
Asia Rugby,@asiarugby,2022-01-24T10:41:10.000Z,"Asia Rugby
@asiarugby
·
Jan 24, 2022"," Kazakhstan Women closer to a 7th Rugby World Cup Appearance 

Full Story  https://bit.ly/KZK_XV 

#TeamPowered #WomenInRugby #RWC2021 #AsiaRugby
5
20",👉,,5,20,[],https://twitter.com/asiarugby/status/1485563320694452225
Rugby World Cup,@rugbyworldcup,2022-01-25T18:53:50.000Z,"Rugby World Cup
@rugbyworldcup
·
Jan 26, 2022","It's #OppositeDay: Rugby World Cup Edition!
3
17
129",,3,17,129,['https://pbs.twimg.com/media/FJ-CKM7XwAItiM5.jpg'],https://twitter.com/rugbyworldcup/status/1486049691347341313
Will Owen,@will_owen9,2022-01-26T13:28:19.000Z,"Will Owen
@will_owen9
·
Jan 26, 2022","This Friday on the Squidge Rugby World Cup Retrospective podcast: Anecdotes of Maxime Machenaud’s buttocks. Speculation about cava farms. An unexpected update on the Lee Mears crisp saga. And finally, a revolutionary counter attacking craze known as “surrendering” 
1
1
8",⬇,1,1,8,['https://pbs.twimg.com/ext_tw_video_thumb/1486330083031896071/pu/img/ZXr91LSlWa7Dc7TR.jpg'],https://twitter.com/will_owen9/status/1486330162123837440
Stingz Official,@StingzProwear,2022-01-27T19:35:00.000Z,"Stingz Official
@StingzProwear
·
Jan 28, 2022","Unveiled: We are pleased to unveil the official Qazaqstan Rugby women’s XV’s away jersey for 2022. The Nomads will be flying the flag for Asia in Dubai as they vie for the final spot at the Rugby World Cup to be held in New Zealand later this year. 

#Rugby #RWC
1
12",,,1,12,[],https://twitter.com/StingzProwear/status/1486784825302388740
Irish Times Video,@irishtimesvideo,2022-01-28T17:05:14.000Z,"Irish Times Video
@irishtimesvideo
·
Jan 29, 2022","► VIDEO: Jack Carty insists that he has nothing to prove to himself as he makes his return to the Ireland squad for the first time since the 2019 Rugby World Cup #SixNations https://irishtimes.com/sport/rugby/international/carty-relishing-return-to-international-stage-1.4788076…
1
2",,,1,2,[],https://twitter.com/irishtimesvideo/status/1487109524918083584
#SPAREbyPrinceHarry ~ Jan 10,@meghaven247,2022-01-29T12:28:31.000Z,"#SPAREbyPrinceHarry ~ Jan 10
@meghaven247
·
Jan 29, 2022","Keen Mumble's fans over on Facebook are calling the  Rugby World Cup Champions, Harry's team? Is it because he was such a good sport for congratulating the team that played against England and won? You see, these people don't know what decency is.
5
11
100",🎉 🥂 🥳,5,11,100,[],https://twitter.com/meghaven247/status/1487402274083139586
Tshepo,@TshepoKgakane,2022-01-30T11:01:16.000Z,"Tshepo
@TshepoKgakane
·
Jan 30, 2022","Y'all believe dstv will open 198 because you making noise about it? The same dstv who didn't even bite ka Rugby World cup final with the springboks??? Bathathe Mnet
#BBMzansi
2
5",😆 😆 😆 😆 😆,,2,5,[],https://twitter.com/TshepoKgakane/status/1487742706491215872
cheryl roberts,@cherylroberts00,2022-01-31T08:29:08.000Z,"cheryl roberts
@cherylroberts00
·
Jan 31, 2022","Sinazo Mcatshulwa: Called up to another Springbok training camp. Getting closer to her dream and ambition of playing in her first women’s rugby World Cup. Plays for Busy Bees rugby club in Langa on the Cape Flats and for Western Province
1
2",,,1,2,[],https://twitter.com/cherylroberts00/status/1488066807806242816
montroserfc,@montroserfc,2022-02-01T23:00:52.000Z,"montroserfc
@montroserfc
·
Feb 2, 2022","GOOD LUCK SCOTLAND WOMEN Scottish Rugby are gathering good luck video messages for Scotland Women's team as they prepare for the Rugby World Cup 2021 Final Qualification tournament. Record your videos in landscape no graphics or music - deadline Wed 16 Feb
marketing@sru.org.uk
GIF
ALT
5
13",🎉,,5,13,['https://pbs.twimg.com/tweet_video_thumb/FKi9-7LXwAQkUDU.jpg'],https://twitter.com/montroserfc/status/1488648574065942531
Welsh Music Podcast | Podlediad Miwsig Cymreig,@welshmusicpod,2022-02-02T08:01:33.000Z,"Welsh Music Podcast | Podlediad Miwsig Cymreig
@welshmusicpod
·
Feb 2, 2022","￼ON THIS DAY/AR Y DIWRNOD HYN￼

Catatonia released their No.1 album International Velvet on this day in 1998.

Featuring Mulder & Scully and Road Rage, it also included the title track which Catatonia played at the Rugby World Cup 99 opening ceremony https://bit.ly/3unSLrs
3
34
102",,3,34,102,[],https://twitter.com/welshmusicpod/status/1488784640446025729
Alice Soper,@alicesoapbox,2022-02-03T20:47:09.000Z,"Alice Soper
@alicesoapbox
·
Feb 4, 2022","One of the coolest parts of the Rugby World Cup this year is gonna be all you folk realising how many great people have connections to our community. 

Hiding in plain sight I’m telling ya now!
16",,,,16,[],https://twitter.com/alicesoapbox/status/1489339698166505474
Lochaber RFC,@LochaberRFC,2022-02-04T07:48:43.000Z,"Lochaber RFC
@LochaberRFC
·
Feb 4, 2022","Women’s Rugby World Cup 2021 Final 30 Squad Announced
https://lochaberrfc.co.uk/news/womens-rugby-world-cup-2021-final-30-squad-announc-2680249.html…
3
2",,,3,2,[],https://twitter.com/LochaberRFC/status/1489506189742387201
Romania and Moldova rugby,@RomaniaMoldv,2022-02-05T10:07:03.000Z,"Romania and Moldova rugby
@RomaniaMoldv
·
Feb 5, 2022","Today Romania starts its way to the rugby world cup.

I invite all Romanians to join and support the Stejarii in this mission.

Romania - Rusia / Arc de triumf Stadium / 14:30 (local)

Live : https://tvrplus.ro
International : https://rugbyeurope.eu/competitions/rugby-europe-championship-2022/romania-v-russia/…
#Moldova #Balkan #Russia
1
2
7",,1,2,7,['https://pbs.twimg.com/ext_tw_video_thumb/1489900414862606343/pu/img/lNxSplDbJkQ8HR4L.jpg'],https://twitter.com/RomaniaMoldv/status/1489903386648584192
kernz,@Furqaansalie_,2022-02-06T19:52:07.000Z,"kernz
@Furqaansalie_
·
Feb 7, 2022","2023 Rugby World Cup is gna be so Jas 
2
11",😭 😭,,2,11,[],https://twitter.com/Furqaansalie_/status/1490413014624911360
Planet Rugby,@PlanetRugby,2022-02-07T09:15:00.000Z,"Planet Rugby
@PlanetRugby
·
Feb 7, 2022"," Happy birthday to Springboks, Montpellier and former Northampton Saints scrum-half Cobus Reinach! 

 today, Reinach made history in 2019 by scoring the fastest ever Rugby World Cup hat-trick.
From 
Rugby World Cup
3
5
46",🥳,3,5,46,['https://pbs.twimg.com/amplify_video_thumb/1181819491455516672/img/GJ9aRzY8R5ifDrov.jpg'],https://twitter.com/PlanetRugby/status/1490615064226897923
Rugby World Cup,@rugbyworldcup,2022-02-08T09:30:00.000Z,"Rugby World Cup
@rugbyworldcup
·
Feb 8, 2022"," Rugby World Cup winner
 2019 
@WorldRugby
 Women's 15s Player of the Year 
 
@EnglandRugby
 legend

Happy Birthday 
@EmilyScarratt
! 
2
15
175",🏆 🌍 🌹 🥳,2,15,175,['https://pbs.twimg.com/media/FBaVX4xXoAYipnf.jpg'],https://twitter.com/rugbyworldcup/status/1490981229495209991
Historic Sports Pictures,@HistoricSports2,2022-02-09T08:44:00.000Z,"Historic Sports Pictures
@HistoricSports2
·
Feb 9, 2022","Jonny Wilkinson heads own the tunnel after the presentations at the 2003 Rugby World Cup final, Sydney, November 22nd, 2003  (Tom Jenkins/The Guardian)
1
3
38",,1,3,38,[],https://twitter.com/HistoricSports2/status/1491332038481297413
Klipdrift Brandy,@KlipdriftBrandy,2022-02-10T13:18:40.000Z,"Klipdrift Brandy
@KlipdriftBrandy
·
Feb 10, 2022","We are all about sporting gold and golden moments between friends, so we couldn’t be happier to announce our 
@WorldRugby7s
 sponsorship of the Rugby World Cup Sevens 2022. Coming soon to the Mother City. #GoldBetweenFriends #2022RWC7s
1
10
66",🏉,1,10,66,['https://pbs.twimg.com/ext_tw_video_thumb/1491761355849936902/pu/img/DbAXbVg8Ax_e7vnl.jpg'],https://twitter.com/KlipdriftBrandy/status/1491763550909566976
Jacques Celliers,@CelliersJ1,2022-02-11T13:46:34.000Z,"Jacques Celliers
@CelliersJ1
·
Feb 11, 2022"," .. craving a monster party? .. #FNB now an official Global Partner for Rugby World Cup 7s  .. 9-11 Sept CT .. plenty notice to sort your diaries and outfits .. #RWC7s #LoveFNB
3
5
43",🙌 🏉,3,5,43,['https://pbs.twimg.com/ext_tw_video_thumb/1492132421004894209/pu/img/7EXirSbc9ITjMEb1.jpg'],https://twitter.com/CelliersJ1/status/1492132958840500230
SHUN,@ShunFuturewing,2022-02-12T15:45:51.000Z,"SHUN
@ShunFuturewing
·
Feb 12, 2022","Rugby World Cup Japan in 2019
1
2",,,1,2,[],https://twitter.com/ShunFuturewing/status/1492525366820601856
Siv Ngesi,@iamSivN,2022-02-13T12:35:55.000Z,"Siv Ngesi
@iamSivN
·
Feb 13, 2022","France stand a huge chance next Rugby World Cup!
5
14",,5,,14,[],https://twitter.com/iamSivN/status/1492839953587482624
Vaya Sophia,@vayasophia,2022-02-14T17:32:41.000Z,"Vaya Sophia
@vayasophia
·
Feb 15, 2022","How to bankrupt your whole Rugby World Cup Sevens event.
2
2
10",,2,2,10,[],https://twitter.com/vayasophia/status/1493277027251769344
Edusport Travel,@edusporttravel,2022-02-15T15:50:03.000Z,"Edusport Travel
@edusporttravel
·
Feb 15, 2022","WATCH South Africa v Ireland LIVE at Rugby World Cup 2023 from R18,295 pps!  This Category 4 Ticket Package includes 3 nights in Paris in a 4* hotel with breakfast daily plus GUARANTEED match tickets to the game.
Book Now  https://bit.ly/3oQbN6j
#LetsGetYouToFrance",🏉 🦌 🍀 ➡,,,,[],https://twitter.com/edusporttravel/status/1493613583716032528
Masenge Nelson,@NelsonMasenge,2022-02-16T12:59:59.000Z,"Masenge Nelson
@NelsonMasenge
·
Feb 16, 2022","Happy 28th birthday Jesse Kriel 

 Super Rugby caps 
 Super Rugby tries 
 Currie Cup caps 
 Currie Cup tries 
 Test caps 
 Test tries
 Rugby World Cup Bronze medal
 Rugby World Cup
 Rugby Championship
 Lions Series Winner
3",🎈 🐂 🏉 🐂 🏉 🏉 🥉 🏆 🏆 🦁,,,3,[],https://twitter.com/NelsonMasenge/status/1493933173776003077
Mat McLachlan,@MatMcLachlan,2022-02-17T20:04:11.000Z,"Mat McLachlan
@MatMcLachlan
·
Feb 18, 2022","Planning a trip to France for the Rugby World Cup next year? What a great opportunity to visit the Australian battlefields to walk in the footsteps of the Anzacs. Join our team of expert historians to see the Somme, Ypres and more. http://battlefields.com.au #wwi
5",,,,5,[],https://twitter.com/MatMcLachlan/status/1494402315348029445
Burban Sports,@BurbanSports,2022-02-18T16:08:25.000Z,"Burban Sports
@BurbanSports
·
Feb 19, 2022","#UPDATE: Six Nations organisers rule out the prospect of Rugby World Cup champions South Africa being added to the championship or Italy being removed from it.

#GuinnessSixNations #Springboks #Rugby #Italy
5
4",,,5,4,[],https://twitter.com/BurbanSports/status/1494705371168059396
Asia Rugby,@asiarugby,2022-02-19T13:38:19.000Z,"Asia Rugby
@asiarugby
·
Feb 19, 2022","Rugby World Cup 2021 Qualifier 
Kazakhstan  v  Colombia
 #AsiaRugby
1
2",,,1,2,['https://pbs.twimg.com/ext_tw_video_thumb/1495029796367216641/pu/img/4rsH78vJlrwa8L7f.jpg'],https://twitter.com/asiarugby/status/1495029984242634755
Andreas Peschke,@AmbPeschke,2022-02-20T18:57:38.000Z,"Andreas Peschke
@AmbPeschke
·
Feb 21, 2022
Regierungsorganisation aus Deutschland","„We love you, South Africa, and we can achieve anything if we work together as one.“
@SiyaKolisi
 after winning the Rugby World Cup 2019.

A powerful encouraging book.
3
20",,,3,20,['https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig'],https://twitter.com/AmbPeschke/status/1495472731621662724
Springboks,@Springboks,2022-02-21T16:21:27.000Z,"Springboks
@Springboks
·
Feb 22, 2022","Seven days to go until ticket sales are open for Rugby World Cup Sevens South Africa 2022, are you ready to watch the world’s 40 best teams battle it out for the ultimate prize. 
6
27
133",🏆,6,27,133,[],https://twitter.com/Springboks/status/1495795816157663232
World Rugby Museum,@wrugbymuseum,2022-02-22T15:31:14.000Z,"World Rugby Museum
@wrugbymuseum
·
Feb 22, 2022","Today is 22/2/22 so we’re sharing some “two” related objects from our collection!

First up is this jersey is from the 2006 Women’s Rugby World Cup which is signed by 23 players from the England squad.

#MuseumTwosDay
ALT
ALT
1
7",,1,,7,[],https://twitter.com/wrugbymuseum/status/1496145566308392961
Springboks,@Springboks,2022-02-23T14:59:47.000Z,"Springboks
@Springboks
·
Feb 23, 2022","With only five days to go until ticket sales are open for Rugby World Cup Sevens South Africa 2022, who are you going to Cape Town with? 

Ticket sales go live at 09:00 SAST on Monday, 28 February: http://bit.ly/3BkL7Q0

#RWC7s #AllRoadsLeadToCapeTown
http://rwcsevens.com
1
3
29",😉,1,3,29,[],https://twitter.com/Springboks/status/1496500039274881035
Midsommar Renaissance,@YesWithAn_L,2022-02-24T11:18:28.000Z,"Midsommar Renaissance
@YesWithAn_L
·
Feb 24, 2022","aston martin said “2019 Rugby World Cup Winners”
9",,,9,,[],https://twitter.com/YesWithAn_L/status/1496806729757114371
Springboks,@Springboks,2022-02-25T07:09:58.000Z,"Springboks
@Springboks
·
Feb 25, 2022","Ticket sales go live to Rugby World Cup Sevens, South Africa 2022 in only three days. 

Catch the world's toughest men and women sevens rugby athletes LIVE from 9-11 September, 2022. 
1
11
38",😲 🗓,1,11,38,[],https://twitter.com/Springboks/status/1497106582106251264
Max Dighton @maxd80@mastodonapp.uk,Max Dighton @maxd80@mastodonapp.uk,2022-02-26T12:25:19.000Z,"Max Dighton @maxd80@mastodonapp.uk
@maxd80
·
Feb 26, 2022","With the Vancouver Rugby Sevens being postponed till later this year, that made me available for a week and a bit in Dubai for Women’s Rugby World Cup Qualifiers. 

Yet again spoilt with an awesome team to work with. 

Congratulations to Scotland for making it through…
8",,,,8,['https://pbs.twimg.com/ext_tw_video_thumb/1497548273695006721/pu/img/yWdafgxihwhiNgKP.jpg'],https://twitter.com/maxd80/status/1497548329370202115
